1    :  A-LiuCheNGJiN       , 积分： 897.52  (单日浮动：-16.73), 赛季kpm: 3.0, 游玩时长(小时): 48.6
1595 :  jijiwei11           , 积分： 155.09  (单日浮动： 15.01), 赛季kpm: 1.0, 游玩时长(小时): 3.2
1596 :  danan7258           , 积分： 155.05  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.7
1597 :  EleC_RaywOw         , 积分： 155.05  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 1.7
1598 :  killerqueen0801     , 积分： 154.99  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 1.8
1599 :  hallowalk           , 积分： 154.96  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.8
1600 :  diolman             , 积分： 154.93  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 3.5
1601 :  kldg77              , 积分： 154.88  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 4.0
1602 :  Relife0430          , 积分： 154.78  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.3
1603 :  MiLong66            , 积分： 154.78  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 2.4
1604 :  cag784533           , 积分： 154.75  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 6.6
1605 :  BigBananaWoMan      , 积分： 154.63  (单日浮动：  0.00), 赛季kpm: 2.4, 游玩时长(小时): 0.7
1606 :  Pimae               , 积分： 154.55  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.8
1607 :  kwckwckwc           , 积分： 154.50  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.6
1608 :  lzslovewei          , 积分： 154.49  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.7
1609 :  PADMAN_000          , 积分： 154.49  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 1.9
1610 :  Duoantiplatelet     , 积分： 154.47  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.4
1611 :  ComradeNutria       , 积分： 154.42  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 1.6
1612 :  Oreinphy            , 积分： 154.41  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 2.8
1613 :  Zuu321              , 积分： 154.40  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 3.0
1614 :  Frenchfrissss       , 积分： 154.36  (单日浮动：  0.00), 赛季kpm: 2.4, 游玩时长(小时): 0.9
1615 :  A-KongBuM1ao        , 积分： 154.35  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 0.8
1616 :  Spyware428          , 积分： 154.33  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 3.2
1617 :  WangL000            , 积分： 154.32  (单日浮动：  0.00), 赛季kpm: 3.3, 游玩时长(小时): 0.6
1618 :  44mxcftmm4dw        , 积分： 154.23  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.9
1619 :  1104874252          , 积分： 154.17  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.4
1620 :  XHTNL549            , 积分： 153.98  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 1.8
1621 :  ArreboLSwage        , 积分： 153.93  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.1
1622 :  lizhongy            , 积分： 153.87  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 1.0
1623 :  huisdhsyd           , 积分： 153.86  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.8
1624 :  fakefakesumo        , 积分： 153.72  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 4.4
1625 :  GBElizabeth-II      , 积分： 153.69  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 1.5
1626 :  BlinkingbytheSun    , 积分： 153.67  (单日浮动：  0.00), 赛季kpm: 2.7, 游玩时长(小时): 0.6
1627 :  gaqpzvh8pso0        , 积分： 153.67  (单日浮动： 53.67), 赛季kpm: 0.2, 游玩时长(小时): 5.8
1628 :  mhtgg310            , 积分： 153.66  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.2
1629 :  sikisiki320         , 积分： 153.60  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.9
1630 :  vankouzu            , 积分： 153.56  (单日浮动： 53.56), 赛季kpm: 1.6, 游玩时长(小时): 0.5
1631 :  liaoning5411        , 积分： 153.47  (单日浮动：  0.00), 赛季kpm: 2.6, 游玩时长(小时): 0.6
1632 :  SHO80000            , 积分： 153.45  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.8
1633 :  SchperH             , 积分： 153.38  (单日浮动：  0.00), 赛季kpm: 2.0, 游玩时长(小时): 0.8
1634 :  NPjie               , 积分： 153.37  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 5.2
1635 :  ycx142              , 积分： 153.36  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 2.3
1636 :  ledfls              , 积分： 153.28  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 3.5
1637 :  CaptAKua            , 积分： 153.27  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.7
1638 :  TroyeLCX            , 积分： 153.20  (单日浮动：  0.00), 赛季kpm: 2.1, 游玩时长(小时): 0.8
1639 :  zthIBach            , 积分： 153.16  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 2.2
1640 :  Rex059              , 积分： 153.14  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 5.9
1641 :  Explety             , 积分： 152.93  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 1.4
1642 :  Takisio_Lipton      , 积分： 152.93  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.4
1643 :  Sakana0vO1          , 积分： 152.92  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.2
1644 :  BABYNICE1           , 积分： 152.90  (单日浮动：  0.00), 赛季kpm: 2.7, 游玩时长(小时): 0.7
1645 :  taotaoohh           , 积分： 152.89  (单日浮动：  1.65), 赛季kpm: 0.8, 游玩时长(小时): 2.4
1646 :  xufengcom           , 积分： 152.84  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 5.8
1647 :  Wolfgang612         , 积分： 152.83  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 7.4
1648 :  qxl0216             , 积分： 152.78  (单日浮动： 52.78), 赛季kpm: 2.5, 游玩时长(小时): 0.7
1649 :  songqinglin         , 积分： 152.77  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 2.4
1650 :  dinzishun           , 积分： 152.74  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.7
1651 :  Ewef22              , 积分： 152.69  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 2.0
1652 :  sxiaomilk           , 积分： 152.68  (单日浮动： 34.65), 赛季kpm: 0.6, 游玩时长(小时): 3.1
1653 :  SDante              , 积分： 152.65  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 1.0
1654 :  SamChr              , 积分： 152.58  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 6.2
1655 :  xadddd1             , 积分： 152.46  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 5.9
1656 :  hahawaha            , 积分： 152.36  (单日浮动：  0.00), 赛季kpm: 1.7, 游玩时长(小时): 1.0
1657 :  huanggu666          , 积分： 152.34  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 2.1
1658 :  responders          , 积分： 152.28  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 3.1
1659 :  Jiaxr               , 积分： 152.23  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.0
1660 :  xyd2004             , 积分： 152.23  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 2.6
1661 :  wei259590           , 积分： 152.21  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 3.1
1662 :  Baukasten           , 积分： 152.20  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 4.9
1663 :  hunylee             , 积分： 152.17  (单日浮动：  0.00), 赛季kpm: 1.7, 游玩时长(小时): 0.6
1664 :  VideoSakuraame      , 积分： 152.15  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 1.0
1665 :  mikuzym             , 积分： 152.15  (单日浮动：  0.00), 赛季kpm: 1.9, 游玩时长(小时): 0.8
1666 :  Nokia_N97_00        , 积分： 152.09  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.6
1667 :  bladesofkrators5    , 积分： 152.07  (单日浮动：  1.11), 赛季kpm: 1.0, 游玩时长(小时): 1.7
1668 :  Y1U2                , 积分： 152.05  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 2.8
1669 :  yzxyydx             , 积分： 152.02  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 2.6
1670 :  BlessYouuu          , 积分： 152.02  (单日浮动：  0.00), 赛季kpm: 2.6, 游玩时长(小时): 0.9
1671 :  weruwioewq          , 积分： 151.94  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.2
1672 :  WDKWO               , 积分： 151.86  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 5.6
1673 :  HeartLoveee         , 积分： 151.85  (单日浮动： 13.51), 赛季kpm: 1.4, 游玩时长(小时): 0.9
1674 :  Jinhuan0311         , 积分： 151.79  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.4
1675 :  jimmygong123        , 积分： 151.78  (单日浮动：  0.51), 赛季kpm: 0.3, 游玩时长(小时): 5.1
1676 :  CrocodileInAtree    , 积分： 151.72  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.6
1677 :  3500X               , 积分： 151.68  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.4
1678 :  vortleon            , 积分： 151.63  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.9
1679 :  Ljasmine-MoLi       , 积分： 151.62  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 3.5
1680 :  44Leada             , 积分： 151.61  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.5
1681 :  tikeyyy             , 积分： 151.60  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 2.0
1682 :  Hefff_Sans          , 积分： 151.59  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 2.1
1683 :  towodawan           , 积分： 151.59  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 4.0
1684 :  1304090169          , 积分： 151.59  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.0
1685 :  LXLzxcv             , 积分： 151.59  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 5.5
1686 :  Archaeozoic         , 积分： 151.59  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.8
1687 :  Qlgual183           , 积分： 151.53  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 1.1
1688 :  yzyWMY              , 积分： 151.51  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 2.1
1689 :  hfhdbcnn            , 积分： 151.43  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.3
1690 :  nqh36759            , 积分： 151.42  (单日浮动：  0.00), 赛季kpm: 0.0, 游玩时长(小时): 3.5
1691 :  ndlhj               , 积分： 151.34  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.4
1692 :  airFrieskar0_711    , 积分： 151.31  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.4
1693 :  ddrddffff           , 积分： 151.28  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 0.7
1694 :  Labili_2042_JPN     , 积分： 151.27  (单日浮动：  0.00), 赛季kpm: 1.6, 游玩时长(小时): 1.4
1695 :  Hj200503211         , 积分： 151.26  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 2.0
1696 :  zk3230              , 积分： 151.24  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 2.0
1697 :  WJW5103             , 积分： 151.18  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 2.9
1698 :  Ericse117           , 积分： 151.16  (单日浮动：  0.00), 赛季kpm: 2.1, 游玩时长(小时): 0.8
1699 :  nncwllp             , 积分： 151.15  (单日浮动：  2.78), 赛季kpm: 0.4, 游玩时长(小时): 1.4
1700 :  YANGFEI-VIP         , 积分： 151.14  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 1.2
1701 :  mc3031              , 积分： 151.12  (单日浮动：  2.85), 赛季kpm: 0.3, 游玩时长(小时): 7.0
1702 :  HamadryadSmith      , 积分： 151.12  (单日浮动：  0.00), 赛季kpm: 1.6, 游玩时长(小时): 1.1
1703 :  Fzzzh18             , 积分： 151.10  (单日浮动：  0.00), 赛季kpm: 2.2, 游玩时长(小时): 0.8
1704 :  romko333            , 积分： 151.07  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.6
1705 :  zwt0219             , 积分： 151.05  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 3.8
1706 :  gbgdfvc             , 积分： 151.02  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 1.9
1707 :  unknowFujo          , 积分： 151.00  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.6
1708 :  ayy5671             , 积分： 151.00  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 2.5
1709 :  santianshanima      , 积分： 150.99  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.7
1710 :  TiAnJ41             , 积分： 150.99  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 2.1
1711 :  gmd314              , 积分： 150.99  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.5
1712 :  Xddr4ssX            , 积分： 150.98  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.9
1713 :  minjiexia           , 积分： 150.94  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 3.7
1714 :  ffuutt              , 积分： 150.90  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 2.5
1715 :  Xiuxiuxiu16         , 积分： 150.88  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 1.9
1716 :  pangjoejoe          , 积分： 150.86  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 4.2
1717 :  machomuNe           , 积分： 150.83  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 1.7
1718 :  Kaiyou-i            , 积分： 150.76  (单日浮动：  0.00), 赛季kpm: 1.7, 游玩时长(小时): 0.8
1719 :  Lonelycity2         , 积分： 150.74  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 3.4
1720 :  stepoffz            , 积分： 150.67  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 1.4
1721 :  Fce70               , 积分： 150.64  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.9
1722 :  IAmDeath1998        , 积分： 150.56  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.8
1723 :  EXECUTIONER34       , 积分： 150.54  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.0
1724 :  ZZh22779985         , 积分： 150.54  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 1.9
1725 :  mailehe123          , 积分： 150.53  (单日浮动：  0.00), 赛季kpm: 1.7, 游玩时长(小时): 1.3
1726 :  boriyoumu           , 积分： 150.48  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 2.3
1727 :  bange-pc            , 积分： 150.46  (单日浮动：  0.00), 赛季kpm: 1.6, 游玩时长(小时): 1.6
1728 :  xwdjsj              , 积分： 150.46  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.8
1729 :  rrmoonlight         , 积分： 150.43  (单日浮动： 13.02), 赛季kpm: 0.8, 游玩时长(小时): 2.0
1730 :  VWBoraR             , 积分： 150.42  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 2.5
1731 :  AChickenNotMedic    , 积分： 150.42  (单日浮动：  0.00), 赛季kpm: 1.7, 游玩时长(小时): 1.0
1732 :  wuyuanao222         , 积分： 150.40  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 3.9
1733 :  Mark997             , 积分： 150.39  (单日浮动：  0.00), 赛季kpm: 1.3, 游玩时长(小时): 1.0
1734 :  Makura-Galgame      , 积分： 150.37  (单日浮动： 50.37), 赛季kpm: 1.6, 游玩时长(小时): 0.8
1735 :  moxiaodiang         , 积分： 150.35  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 5.9
1736 :  Saber8642           , 积分： 150.32  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 1.8
1737 :  xYANGzzzZx          , 积分： 150.27  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 2.4
1738 :  xc59                , 积分： 150.27  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 3.4
1739 :  GZLiWanPengYuYan    , 积分： 150.24  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 1.2
1740 :  langchui123         , 积分： 150.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 5.0
1741 :  muradilll           , 积分： 150.20  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 1.6
1742 :  benzene7777777      , 积分： 150.18  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 2.7
1743 :  lyfzdka             , 积分： 150.16  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.7
1744 :  saojun11            , 积分： 150.11  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 5.2
1745 :  Darthlcky           , 积分： 150.10  (单日浮动： 50.10), 赛季kpm: 0.9, 游玩时长(小时): 0.8
1746 :  MissShanovo         , 积分： 150.06  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.2
1747 :  BYQZTYLF            , 积分： 150.04  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 3.1
1748 :  TAO2333333          , 积分： 150.03  (单日浮动：  1.49), 赛季kpm: 0.6, 游玩时长(小时): 3.6
1749 :  Sternenlicht_018    , 积分： 149.99  (单日浮动：  8.72), 赛季kpm: 0.6, 游玩时长(小时): 2.5
1750 :  llert123            , 积分： 149.96  (单日浮动：  0.00), 赛季kpm: 2.1, 游玩时长(小时): 0.6
1751 :  z23xx42y            , 积分： 149.95  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.8
1752 :  ygehsh              , 积分： 149.88  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.8
1753 :  xf14FF              , 积分： 149.88  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 6.9
1754 :  eru114514           , 积分： 149.84  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 4.6
1755 :  xixue423            , 积分： 149.83  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 1.6
1756 :  XxW1101             , 积分： 149.72  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 1.5
1757 :  happy-sigong        , 积分： 149.66  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 3.0
1758 :  mzq201              , 积分： 149.64  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 1.6
1759 :  AKA_CaptainChina    , 积分： 149.63  (单日浮动：  0.00), 赛季kpm: 1.5, 游玩时长(小时): 0.8
1760 :  shaode5             , 积分： 149.61  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 4.3
1761 :  R_vaLntine          , 积分： 149.56  (单日浮动：  0.00), 赛季kpm: 2.3, 游玩时长(小时): 0.6
1762 :  WBRain              , 积分： 149.55  (单日浮动：  0.00), 赛季kpm: 1.4, 游玩时长(小时): 1.3
1763 :  gg11469             , 积分： 149.54  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 1.5
1764 :  ciallo_OXO          , 积分： 149.49  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 2.2
